step,loss,acc,lr
50,3.8233702182769775,0.03750837221741676,0.00010094999999999999
100,3.5647943019866943,0.04819547384977341,0.00020089999999999984
150,3.5040643215179443,0.03638017177581787,0.00030084999999999997
200,3.474799633026123,0.029352452605962753,0.00040079999999999977
250,3.4678750038146973,0.03511590510606766,0.0005007499999999998
300,3.473444700241089,0.033531878143548965,0.0006007
350,3.4775421619415283,0.027587778866291046,0.0007006499999999999
400,3.469073534011841,0.029034435749053955,0.0008005999999999998
450,3.469257354736328,0.03134796395897865,0.0009005499999999991
500,3.466458320617676,0.03382761776447296,0.0010004999999999997
550,3.4693105220794678,0.03337116912007332,0.0011004499999999993
600,3.4565279483795166,0.04727761447429657,0.001200399999999999
650,3.423964262008667,0.0615384615957737,0.0013003499999999998
700,3.403801202774048,0.07117278128862381,0.001400300000000001
750,3.361440896987915,0.09306654334068298,0.0015002500000000011
800,3.2477290630340576,0.13979682326316833,0.0016002000000000015
850,2.9831364154815674,0.2696809768676758,0.0017001500000000023
900,1.2998727560043335,0.6520138382911682,0.0018001000000000037
950,0.5471017360687256,0.834629476070404,0.001900050000000002
1000,0.4017173647880554,0.8642923831939697,0.002
1050,0.3025171458721161,0.9005888104438782,0.001999937371470926
1100,0.32477062940597534,0.8883561491966248,0.0019997494937677917
1150,0.27345794439315796,0.9136624932289124,0.0019994363905418634
1200,0.22671929001808167,0.9242042899131775,0.0019989981012086054
1250,0.2230348289012909,0.9292774200439453,0.0019984346809427257
1300,0.3331248462200165,0.8979270458221436,0.0019977462006712204
1350,0.22692430019378662,0.9276109337806702,0.0019969327470644596
1400,0.22643278539180756,0.9246364235877991,0.0019959944225252596
1450,0.24312417209148407,0.9229907989501953,0.0019949313451760055
1500,0.1698073148727417,0.9474880695343018,0.001993743648843773
1550,0.18288402259349823,0.9380651116371155,0.0019924314830434874
1600,0.1743280440568924,0.9404788613319397,0.0019909950129590914
1650,0.2879740297794342,0.906257152557373,0.001989434419422768
1700,0.23864531517028809,0.9210349917411804,0.0019877498988921587
1750,0.20527110993862152,0.932968258857727,0.00198594166342564
1800,0.23859544098377228,0.9247867465019226,0.001984009940655632
1850,0.16184382140636444,0.9437386393547058,0.0019819549737599335
1900,0.13910908997058868,0.9536546468734741,0.0019797770214311145
1950,0.15149521827697754,0.9505173563957214,0.0019774763578439512
2000,0.13340522348880768,0.9565504789352417,0.0019750532726209072
2050,0.0919252410531044,0.9687427282333374,0.0019725080707956788
2100,0.11439622938632965,0.9612332582473755,0.001969841072774794
2150,0.1389855295419693,0.9548766016960144,0.00196705261429727
2200,0.12437039613723755,0.960342526435852,0.001964143046392363
2250,0.10204041749238968,0.9657657742500305,0.001961112735335361
2300,0.11943072825670242,0.959377110004425,0.0019579620626014875
