epoch,lr,train_loss,val_top1,val_top5,val_loss
0,1e-06,4.662002086639404,1.149999976158142,4.839999675750732,4.648387432098389
1,4.098e-05,4.617661952972412,3.2200000286102295,13.170000076293945,4.516753196716309
2,8.096e-05,4.54708194732666,6.309999942779541,20.939998626708984,4.307347774505615
3,0.00012093999999999999,4.489205360412598,8.279999732971191,26.119998931884766,4.154655933380127
4,0.00016092,4.4489874839782715,9.84999942779541,28.260000228881836,4.080254077911377
5,0.0002009,4.423824787139893,11.130000114440918,32.369998931884766,3.981947898864746
6,0.00024087999999999998,4.4153666496276855,11.969999313354492,33.599998474121094,3.9385910034179688
7,0.00028086,4.38187837600708,12.59000015258789,36.56999969482422,3.8709709644317627
8,0.00032084,4.385346412658691,14.130000114440918,37.43000030517578,3.804097890853882
9,0.00036082000000000003,4.358038902282715,14.049999237060547,37.75,3.78118896484375
10,0.00040080000000000004,4.340416431427002,14.859999656677246,38.62999725341797,3.740190029144287
11,0.00044078000000000005,4.312803268432617,17.170000076293945,43.15999984741211,3.6387767791748047
12,0.00048076,4.320122718811035,16.68000030517578,41.64999771118164,3.6298999786376953
13,0.00052074,4.300739765167236,17.709999084472656,44.06999969482422,3.6022002696990967
14,0.00056072,4.285272598266602,18.829999923706055,45.18000030517578,3.532492160797119
15,0.0006007,4.286801338195801,19.3799991607666,46.62999725341797,3.4647886753082275
16,0.00064068,4.273537635803223,20.8799991607666,47.87999725341797,3.408099889755249
17,0.00068066,4.269437789916992,19.8799991607666,48.36000061035156,3.4528236389160156
18,0.00072064,4.215216159820557,20.81999969482422,48.78999710083008,3.404818296432495
19,0.00076062,4.218681812286377,22.369998931884766,50.62999725341797,3.361058235168457
20,0.0008006,4.237246990203857,21.600000381469727,49.0,3.4045042991638184
21,0.0008405800000000001,4.2134528160095215,22.729999542236328,52.0,3.2647621631622314
22,0.0008805600000000001,4.207996845245361,23.5,52.29999923706055,3.2839503288269043
23,0.0009205400000000001,4.196914196014404,24.56999969482422,52.54999923706055,3.2868077754974365
24,0.00096052,4.225843906402588,24.56999969482422,53.57999801635742,3.227876901626587
25,0.0010004999999999999,4.141060829162598,26.03999900817871,55.0,3.173039674758911
26,0.0010404799999999999,4.154514789581299,25.76999855041504,54.279998779296875,3.191110372543335
27,0.0010804599999999999,4.136327743530273,24.8799991607666,53.80999755859375,3.1765475273132324
28,0.0011204399999999999,4.142002105712891,28.059999465942383,56.459999084472656,3.065173625946045
29,0.00116042,4.181215286254883,27.44999885559082,57.15999984741211,3.0873732566833496
30,0.0012004,4.1285929679870605,26.989999771118164,56.41999816894531,3.151601791381836
31,0.00124038,4.119780540466309,28.56999969482422,58.709999084472656,3.018453359603882
32,0.00128036,4.14692497253418,26.53999900817871,56.40999984741211,3.089149236679077
33,0.00132034,4.107819557189941,29.170000076293945,59.56999969482422,2.9956886768341064
34,0.00136032,4.124069690704346,28.84000015258789,58.54999923706055,3.0419180393218994
35,0.0014003,4.083176136016846,29.389999389648438,59.71999740600586,3.02832293510437
36,0.00144028,4.125131607055664,28.479999542236328,58.6099967956543,2.960507392883301
37,0.00148026,4.0857157707214355,30.10999870300293,60.459999084472656,2.9655518531799316
38,0.00152024,4.107916831970215,27.849998474121094,57.5099983215332,3.011279344558716
39,0.00156022,4.063774585723877,31.299999237060547,62.209999084472656,2.858196258544922
40,0.0016002,4.0259528160095215,28.65999984741211,58.029998779296875,3.005911350250244
41,0.00164018,4.0525031089782715,32.34000015258789,63.1099967956543,2.8398561477661133
42,0.00168016,4.072047710418701,31.5,62.53999710083008,2.8653244972229004
43,0.00172014,4.05629825592041,32.15999984741211,62.88999938964844,2.8379344940185547
44,0.00176012,3.9955461025238037,33.93000030517578,64.68999481201172,2.7613649368286133
45,0.0018001,4.028244495391846,34.04999923706055,65.0,2.7906582355499268
46,0.00184008,4.010775566101074,33.540000915527344,64.2699966430664,2.856771230697632
47,0.00188006,4.0198140144348145,34.96999740600586,65.88999938964844,2.753720998764038
48,0.0019200399999999998,4.044618606567383,33.54999923706055,64.33000183105469,2.776747703552246
49,0.0019600200000000003,3.9997940063476562,35.040000915527344,66.2699966430664,2.669015645980835
50,0.0018666952767655164,3.966951608657837,33.93000030517578,63.959999084472656,2.7726263999938965
51,0.0018614383168689239,3.9942362308502197,33.96999740600586,65.1500015258789,2.809882164001465
52,0.0018560874388597042,3.960505962371826,36.84000015258789,68.75,2.6315805912017822
53,0.0018506432295219298,3.966407537460327,36.23999786376953,67.8699951171875,2.6238186359405518
54,0.001845106285874505,3.9787633419036865,37.81999969482422,68.83000183105469,2.5916285514831543
55,0.0018394772151056969,3.9171066284179688,38.79999923706055,70.13999938964844,2.4401001930236816
56,0.001833756634506549,3.933734178543091,38.09000015258789,68.7699966430664,2.6141350269317627
57,0.001827945171403189,3.973048686981201,38.43000030517578,68.97999572753906,2.5636184215545654
58,0.0018220434630880356,3.8906784057617188,39.27000045776367,70.61000061035156,2.46626353263855
59,0.0018160521567499113,3.908212184906006,40.369998931884766,70.83999633789062,2.535460948944092
60,0.0018099719094030727,3.8830440044403076,41.82999801635742,72.72999572753906,2.3620686531066895
61,0.001803803387815159,3.9319117069244385,39.68000030517578,70.47000122070312,2.4983179569244385
62,0.0017975472684340753,3.8758177757263184,39.86000061035156,70.83999633789062,2.5050036907196045
63,0.0017912042373138118,3.906559705734253,42.2599983215332,72.75999450683594,2.416860818862915
64,0.0017847749900392106,3.8630902767181396,42.06999969482422,73.54999542236328,2.3327596187591553
65,0.001778260231649686,3.8742189407348633,42.30999755859375,72.93999481201172,2.3571548461914062
66,0.0017716606765619104,3.8997974395751953,41.16999816894531,72.6199951171875,2.379530906677246
67,0.0017649770484914691,3.9057445526123047,43.84000015258789,74.5999984741211,2.305795431137085
68,0.0017582100803734976,3.839390277862549,43.86000061035156,74.86000061035156,2.251497745513916
69,0.0017513605142823073,3.8653371334075928,42.68000030517578,73.73999786376953,2.3603737354278564
70,0.0017444291013500076,3.8112823963165283,44.13999938964844,75.12999725341797,2.289579153060913
71,0.0017374166016841358,3.821584939956665,45.07999801635742,75.95999908447266,2.235351324081421
72,0.0017303237842843046,3.875399351119995,43.93000030517578,75.68000030517578,2.335301160812378
73,0.0017231514269578703,3.8441078662872314,44.25,75.27999877929688,2.3194775581359863
74,0.0017159003162346394,3.869170665740967,45.82999801635742,76.83999633789062,2.236419200897217
75,0.0017085712472806147,3.76310133934021,45.779998779296875,76.47000122070312,2.170741081237793
76,0.001701165023810799,3.822056293487549,44.68000030517578,75.75,2.292832612991333
77,0.0016936824580010548,3.780038595199585,46.11000061035156,77.12999725341797,2.1319150924682617
78,0.0016861243703990454,3.819894790649414,46.68000030517578,77.11000061035156,2.161792039871216
79,0.0016784915898342475,3.763547897338867,48.459999084472656,78.4000015258789,2.070852279663086
80,0.001670784953327064,3.7900984287261963,47.80999755859375,78.43999481201172,2.1460604667663574
81,0.0016630053059970337,3.7627410888671875,48.21999740600586,78.33000183105469,2.080871105194092
82,0.001655153500970155,3.766951322555542,49.39999771118164,79.29999542236328,2.0738470554351807
83,0.0016472303992853309,3.7496073246002197,49.29999923706055,79.50999450683594,2.0155820846557617
84,0.0016392368697999463,3.755856513977051,49.79999923706055,79.1500015258789,2.0184662342071533
85,0.0016311737890945884,3.7653729915618896,49.349998474121094,79.97000122070312,1.9857056140899658
86,0.001623042041376919,3.7093420028686523,50.41999816894531,80.3699951171875,1.9966943264007568
87,0.0016148425183847117,3.776387929916382,50.209999084472656,79.62999725341797,2.043768882751465
88,0.0016065761192880631,3.763683795928955,48.77000045776367,78.04999542236328,2.0843160152435303
89,0.0015982437505907877,3.775275945663452,49.529998779296875,79.43000030517578,2.0876684188842773
90,0.0015898463260310108,3.7455217838287354,51.869998931884766,81.07999420166016,1.931403636932373
91,0.0015813847664809654,3.736896276473999,50.72999954223633,80.29999542236328,2.004483938217163
92,0.0015728599998460098,3.7101457118988037,52.96999740600586,82.0,1.9420971870422363
93,0.0015642729609628703,3.6502342224121094,51.16999816894531,81.16999816894531,1.9299629926681519
94,0.0015556245914971273,3.658973217010498,51.939998626708984,81.5,1.884951114654541
95,0.001546915839839952,3.72621750831604,52.15999984741211,81.72000122070312,1.9000083208084106
96,0.0015381476610041016,3.732814311981201,52.68000030517578,82.13999938964844,1.9250015020370483
97,0.0015293210165191944,3.6915996074676514,53.13999938964844,82.25999450683594,1.8784734010696411
98,0.0015204368743262646,3.7355501651763916,52.65999984741211,82.30999755859375,1.9052181243896484
99,0.0015114962086716195,3.71067214012146,52.5,81.93999481201172,1.9279052019119263
100,0.0015025,3.6787052154541016,52.62999725341797,81.98999786376953,1.933577299118042
101,0.0014934492348470652,3.677846908569336,54.0099983215332,82.33999633789062,1.832466959953308
102,0.0014843449057312067,3.697749137878418,54.0099983215332,82.40999603271484,1.8935444355010986
103,0.0014751880110447089,3.6133720874786377,52.34000015258789,82.23999786376953,1.9388984441757202
104,0.0014659795549442625,3.6807494163513184,55.39999771118164,83.72999572753906,1.8010815382003784
105,0.001456720547240849,3.651458978652954,55.23999786376953,83.93000030517578,1.7937097549438477
106,0.0014474120032890029,3.644735336303711,54.6099967956543,83.19999694824219,1.7715376615524292
107,0.001438054943875466,3.664578914642334,55.32999801635742,84.32999420166016,1.7977755069732666
108,0.0014286503951072473,3.6561999320983887,55.81999969482422,84.36000061035156,1.8170323371887207
109,0.0014191993882990994,3.57440447807312,56.53999710083008,84.8699951171875,1.7159360647201538
110,0.0014097029598604213,3.6405975818634033,57.28999710083008,85.00999450683594,1.6794278621673584
111,0.0014001621511816067,3.626035213470459,55.68000030517578,84.04000091552734,1.7926405668258667
112,0.0013905780085198426,3.5213890075683594,56.959999084472656,85.22999572753906,1.6822599172592163
113,0.001380951582884375,3.610718011856079,56.94999694824219,84.79000091552734,1.6909993886947632
114,0.0013712839299212549,3.6289596557617188,56.25,84.6500015258789,1.790794849395752
115,0.0013615761097975736,3.5394184589385986,56.16999816894531,84.31999969482422,1.7704368829727173
116,0.0013518291870852062,3.5259087085723877,57.09000015258789,84.1500015258789,1.7456202507019043
117,0.0013420442306440652,3.497734308242798,57.07999801635742,85.15999603271484,1.6726901531219482
118,0.0013322223135048903,3.6325340270996094,57.72999954223633,85.48999786376953,1.6975429058074951
119,0.0013223645127515798,3.487513542175293,57.75,85.5,1.6772540807724
120,0.0013124719094030728,3.621386766433716,58.56999969482422,85.94999694824219,1.6466009616851807
121,0.0013025455882948063,3.5425565242767334,59.04999923706055,86.1199951171875,1.6549913883209229
122,0.0012925866379597493,3.538391351699829,57.98999786376953,85.66999816894531,1.6599708795547485
123,0.0012825961505090332,3.55503511428833,59.64999771118164,86.93999481201172,1.6131343841552734
124,0.0012725752215121894,3.4863951206207275,59.82999801635742,86.5999984741211,1.6155668497085571
125,0.0012625249498770083,3.554227352142334,59.349998474121094,85.83999633789062,1.6298229694366455
126,0.0012524464377290305,3.491558790206909,60.119998931884766,86.63999938964844,1.5982155799865723
127,0.0012423407902906881,3.589538097381592,59.65999984741211,86.19999694824219,1.6028400659561157
128,0.0012322091157601026,3.5571305751800537,59.7599983215332,85.97999572753906,1.6446781158447266
129,0.00122205252518956,3.5248260498046875,60.25,86.9000015258789,1.5650829076766968
130,0.0012118721323636707,3.54438853263855,60.769996643066406,86.87999725341797,1.599244236946106
131,0.0012016690536772305,3.515207052230835,59.91999816894531,86.83999633789062,1.6006735563278198
132,0.0011914444080127961,3.550609588623047,59.93000030517578,86.72000122070312,1.57952082157135
133,0.0011811993166179855,3.4886834621429443,60.56999969482422,87.0999984741211,1.5987768173217773
134,0.0011709349029825219,3.5042150020599365,60.93000030517578,86.82999420166016,1.593597650527954
135,0.0011606522927150298,3.4707884788513184,60.78999710083008,87.07999420166016,1.554700255393982
136,0.0011503526134195997,3.4865880012512207,61.28999710083008,87.06999969482422,1.5475313663482666
137,0.0011400369945721329,3.4819798469543457,60.88999938964844,87.12999725341797,1.5618648529052734
138,0.0011297065673964827,3.5026957988739014,60.5,87.05999755859375,1.5855810642242432
139,0.0011193624647404025,3.483034610748291,62.03999710083008,87.98999786376953,1.5203814506530762
140,0.0011090058209513155,3.4889960289001465,62.019996643066406,87.55999755859375,1.5346291065216064
141,0.001098637771751922,3.4902384281158447,61.959999084472656,88.25,1.5265860557556152
142,0.001088259454115654,3.419527530670166,62.28999710083008,87.79000091552734,1.5027050971984863
143,0.0010778720061419935,3.532949447631836,62.23999786376953,87.81999969482422,1.5318763256072998
144,0.001067476566931667,3.489044427871704,62.87999725341797,87.83999633789062,1.4958995580673218
145,0.0010570742764617292,3.518212080001831,62.65999984741211,88.12999725341797,1.5267696380615234
146,0.0010466662754605538,3.422034502029419,63.32999801635742,88.70999908447266,1.499795913696289
147,0.0010362537052827374,3.363632917404175,63.82999801635742,88.37999725341797,1.4482125043869019
148,0.0010258377077839403,3.494257926940918,63.519996643066406,88.54999542236328,1.4869413375854492
149,0.0010154194251956645,3.466370105743408,63.03999710083008,88.08999633789062,1.4673277139663696
150,0.001005,3.436131715774536,64.5,88.56999969482422,1.4479702711105347
151,0.0009945805748043355,3.4497740268707275,63.21999740600586,88.13999938964844,1.4954336881637573
152,0.0009841622922160602,3.3947296142578125,64.02999877929688,88.81999969482422,1.4385052919387817
153,0.0009737462947172624,3.3882241249084473,63.71999740600586,88.43000030517578,1.424434781074524
154,0.0009633337245394464,3.4939420223236084,63.07999801635742,88.3499984741211,1.4508697986602783
155,0.0009529257235382709,3.390820264816284,63.91999816894531,88.6199951171875,1.4576129913330078
156,0.0009425234330683335,3.406384229660034,64.40999603271484,88.8699951171875,1.4416979551315308
157,0.0009321279938580067,3.355590343475342,64.18999481201172,88.37999725341797,1.443942904472351
158,0.0009217405458843461,3.3824870586395264,64.70999908447266,88.94999694824219,1.399485468864441
159,0.0009113622282480783,3.401362657546997,64.41999816894531,89.00999450683594,1.4376353025436401
160,0.000900994179048685,3.3390867710113525,63.529998779296875,88.22000122070312,1.4522664546966553
161,0.0008906375352595979,3.458400249481201,63.98999786376953,88.54999542236328,1.4380812644958496
162,0.0008802934326035174,3.414139986038208,64.33000183105469,88.82999420166016,1.4342877864837646
163,0.0008699630054278672,3.332317352294922,64.86000061035156,89.02999877929688,1.3924071788787842
164,0.0008596473865804008,3.393256902694702,64.11000061035156,89.04999542236328,1.404301643371582
165,0.0008493477072849706,3.404240369796753,64.88999938964844,88.93000030517578,1.398272156715393
166,0.0008390650970174781,3.3888566493988037,65.18999481201172,89.3699951171875,1.4059852361679077
167,0.0008288006833820147,3.3574912548065186,65.02999877929688,89.5,1.4064737558364868
168,0.000818555591987204,3.3181471824645996,64.79000091552734,89.05999755859375,1.4256943464279175
169,0.0008083309463227695,3.399336814880371,65.93999481201172,89.47999572753906,1.4106184244155884
170,0.0007981278676363295,3.401947259902954,65.25,89.18999481201172,1.4370242357254028
171,0.0007879474748104402,3.3747122287750244,65.65999603271484,89.43999481201172,1.375140905380249
172,0.0007777908842398978,3.35541033744812,65.3499984741211,89.47999572753906,1.3910387754440308
