step,loss,acc,lr
50,4.493154048919678,0.033221665769815445,0.00010094999999999999
100,4.4180192947387695,0.03463999927043915,0.00020089999999999984
150,4.391836166381836,0.03698277473449707,0.00030084999999999997
200,4.369870662689209,0.04150659590959549,0.00040079999999999977
250,4.187199115753174,0.05651777982711792,0.0005007499999999998
300,2.7271111011505127,0.2922508716583252,0.0006007
350,1.8761101961135864,0.45416203141212463,0.0007006499999999999
400,1.4494484663009644,0.58214271068573,0.0008005999999999998
450,1.1839202642440796,0.6446211934089661,0.0009005499999999991
500,1.1473053693771362,0.6528470516204834,0.0010004999999999997
550,0.9582076668739319,0.69012850522995,0.0011004499999999993
600,0.883409857749939,0.7133381366729736,0.001200399999999999
650,0.8206892609596252,0.7274934649467468,0.0013003499999999998
700,0.812432587146759,0.7249491810798645,0.001400300000000001
750,0.7557018399238586,0.742591917514801,0.0015002500000000011
800,0.6882944107055664,0.7624019980430603,0.0016002000000000015
850,0.6087008118629456,0.7822609543800354,0.0017001500000000023
900,0.5966730713844299,0.7821577191352844,0.0018001000000000037
950,0.564005434513092,0.7964502573013306,0.001900050000000002
1000,0.559148371219635,0.7985873818397522,0.002
1050,0.5102930068969727,0.8098746538162231,0.001999937371470926
1100,0.48901665210723877,0.8184478282928467,0.0019997494937677917
1150,0.49255189299583435,0.8155855536460876,0.0019994363905418634
1200,0.476016640663147,0.8226048350334167,0.0019989981012086054
1250,0.44917765259742737,0.8290997743606567,0.0019984346809427257
1300,0.4228820204734802,0.8365952968597412,0.0019977462006712204
1350,0.4374868869781494,0.8283184766769409,0.0019969327470644596
1400,0.42850741744041443,0.8348161578178406,0.0019959944225252596
1450,0.4186384379863739,0.8405774235725403,0.0019949313451760055
1500,0.42687883973121643,0.838503360748291,0.001993743648843773
1550,0.4019221067428589,0.8413677215576172,0.0019924314830434874
1600,0.3894352912902832,0.8508544564247131,0.0019909950129590914
1650,0.41309547424316406,0.841044008731842,0.001989434419422768
1700,0.4080536961555481,0.8399189114570618,0.0019877498988921587
1750,0.38433024287223816,0.8514787554740906,0.00198594166342564
1800,0.39719846844673157,0.849157989025116,0.001984009940655632
1850,0.3899443447589874,0.854137659072876,0.0019819549737599335
1900,0.3993868827819824,0.8508925437927246,0.0019797770214311145
1950,0.3730889558792114,0.85771644115448,0.0019774763578439512
2000,0.3879513144493103,0.852730929851532,0.0019750532726209072
2050,0.3761399984359741,0.8571314215660095,0.0019725080707956788
2100,0.3675000071525574,0.8579773306846619,0.001969841072774794
2150,0.3745625913143158,0.8578081727027893,0.00196705261429727
2200,0.38836926221847534,0.8515150547027588,0.001964143046392363
2250,0.3543566167354584,0.8664968013763428,0.001961112735335361
2300,0.322825163602829,0.8821656703948975,0.001957962062601487
2350,0.28603556752204895,0.8956076502799988,0.0019546914248178785
2400,0.2564537525177002,0.9052493572235107,0.0019513012337136512
2450,0.21542291343212128,0.9237715005874634,0.001947791916068064
2500,0.1844530701637268,0.9321093559265137,0.0019441639136567983
2550,0.1767270267009735,0.9376295804977417,0.0019404176831963463
2600,0.16889512538909912,0.9401004910469055,0.001936553696286513
2650,0.14139452576637268,0.9500657916069031,0.0019325724393510486
2700,0.13315944373607635,0.9531568884849548,0.0019284744135764187
2750,0.12194859981536865,0.9556499719619751,0.0019242601348487055
2800,0.1004803329706192,0.9643453359603882,0.0019199301336886685
2850,0.10729638487100601,0.9599488973617554,0.0019154849551849585
2900,0.09717421978712082,0.9649524688720703,0.001910925158925498
2950,0.0916084423661232,0.9664012789726257,0.001906251318927034
3000,0.09086312353610992,0.966675877571106,0.0019014640235628826
3050,0.09554841369390488,0.9672422409057617,0.0018965638754888574
3100,0.0961824432015419,0.965149462223053,0.0018915514915674007
3150,0.08535279333591461,0.968017578125,0.0018864275027899355
3200,0.08021120727062225,0.971561074256897,0.0018811925541974274
3250,0.07963145524263382,0.9703856706619263,0.0018758473047991826
3300,0.06949863582849503,0.9741455316543579,0.0018703924274898903
3350,0.07729733735322952,0.9714942574501038,0.0018648286089649104
3400,0.07544273138046265,0.9716955423355103,0.001859156549633832
3450,0.07711098343133926,0.9714285135269165,0.0018533769635322966
3500,0.07677457481622696,0.9730195999145508,0.0018474905782321178
3550,0.08154599368572235,0.9698194861412048,0.0018414981347496834
3600,0.07796651870012283,0.9712350964546204,0.0018354003874526716
3650,0.06861555576324463,0.9755923748016357,0.0018291981039650915
3700,0.06635840237140656,0.9742509722709656,0.0018228920650706466
3750,0.07652608305215836,0.9725102186203003,0.0018164830646144395
3800,0.07277217507362366,0.9732365608215332,0.001809971909403049
3850,0.06275231391191483,0.975830078125,0.0018033594191029525
3900,0.06149551272392273,0.9773311614990234,0.00179664642613735
3950,0.07508673518896103,0.9716542959213257,0.001789833775581365
4000,0.0663849487900734,0.9756717085838318,0.001782922325055667
4050,0.06758484244346619,0.9757592678070068,0.0017759129446185107
4100,0.061402492225170135,0.9782478213310242,0.0017688065166561993
4150,0.06551523506641388,0.9748212695121765,0.00176160393577201
4200,0.06209520250558853,0.9766584038734436,0.0017543061086735718
4250,0.05809846892952919,0.9787006378173828,0.0017469139540587277
4300,0.06191675737500191,0.9761599898338318,0.0017394284024998825
4350,0.06090523675084114,0.9765210747718811,0.00173185039632685
4400,0.061865974217653275,0.9759261012077332,0.0017241808895082336
4450,0.05817795544862747,0.9782373905181885,0.00171642084753133
4500,0.06213822960853577,0.9755545854568481,0.0017085712472805937
4550,0.06121446564793587,0.9757217168807983,0.0017006330769146504
4600,0.061213620007038116,0.9772155284881592,0.0016926073357419098
4650,0.057061515748500824,0.9787454605102539,0.0016844950340947622
4700,0.0521271750330925,0.9793161749839783,0.0016762971932023929
4750,0.06257369369268417,0.9760763645172119,0.0016680148450622235
4800,0.058012522757053375,0.9786938428878784,0.0016596490323099935
4850,0.05667722597718239,0.9780438542366028,0.001651200808088513
4900,0.05515499413013458,0.9767423868179321,0.0016426712359150799
4950,0.056933339685201645,0.9773397445678711,0.0016340613895476012
5000,0.06103933975100517,0.9759078621864319,0.0016253723528494204
5050,0.052199818193912506,0.9798822999000549,0.0016166052196528754
5100,0.056178465485572815,0.978569507598877,0.0016077610936215969
5150,0.05499325692653656,0.978896975517273,0.0015988410881115718
5200,0.05621737614274025,0.9786704778671265,0.0015898463260309915
5250,0.058083005249500275,0.9780824780464172,0.0015807779396988873
5300,0.05432018265128136,0.9798572659492493,0.0015716370707025895
5350,0.05406816303730011,0.9789327383041382,0.0015624248697540183
5400,0.058160196989774704,0.9771804213523865,0.0015531424965448217
5450,0.05051196366548538,0.980749249458313,0.0015437911196003874
5500,0.05361523851752281,0.9794266819953918,0.0015343719161327405
5550,0.05530434846878052,0.9789460897445679,0.0015248860718923489
5600,0.050675202161073685,0.9803608655929565,0.001515334781018856
5650,0.04458462446928024,0.9825287461280823,0.0015057192458907518
5700,0.04980343580245972,0.979961633682251,0.0014960406769740063
5750,0.11725407838821411,0.9608699083328247,0.0014863002926696943
5800,0.06266668438911438,0.9748548269271851,0.0014764993191606153
5850,0.057536836713552475,0.9776601195335388,0.001466638990256926
5900,0.05277310311794281,0.9806249141693115,0.0014567205472408309
5950,0.04919462278485298,0.9815133213996887,0.0014467452387103119
6000,0.046091478317976,0.9816440343856812,0.0014367143204219522
6050,0.04895147308707237,0.9808164834976196,0.0014266290551328531
6100,0.05380508303642273,0.9787328243255615,0.00141649071244167
6150,0.05017786845564842,0.9796736836433411,0.0014063005686287833
6200,0.05183397978544235,0.9804399013519287,0.0013960599064956373
6250,0.04701117426156998,0.9807884097099304,0.0013857700152032477
6300,0.04948119819164276,0.9808055758476257,0.001375432190109919
6350,0.04886150360107422,0.9817891716957092,0.001365047732608172
6400,0.0515504851937294,0.9807815551757812,0.0013546179499609196
6450,0.04398883879184723,0.9834251999855042,0.0013441441551368958
6500,0.046156641095876694,0.9817768335342407,0.001333627666645375
6550,0.05004743114113808,0.9805339574813843,0.0013230698083701875
6600,0.0441121831536293,0.9829561114311218,0.0013124719094030574
6650,0.04530879482626915,0.9818469882011414,0.0013018353038762953
6700,0.047930631786584854,0.9816554188728333,0.001291161330794842
6750,0.04567853361368179,0.9820998311042786,0.0012804513338677105
6800,0.049425940960645676,0.9807838201522827,0.0012697066613388264
6850,0.04759502038359642,0.9807606935501099,0.0012589286658173091
6900,0.05061216652393341,0.9800359606742859,0.00124811870410719
6950,0.04811546579003334,0.9809113144874573,0.001237278137036612
7000,0.045193858444690704,0.9822033643722534,0.0012264083292865182
7050,0.046573705971241,0.9814895391464233,0.0012155106492188626
7100,0.04957374557852745,0.9809982180595398,0.001204586468704343
7150,0.04731080308556557,0.9812447428703308,0.0011936371629497071
7200,0.04820982366800308,0.9806737899780273,0.00118266411032463
7250,0.05189864709973335,0.9803080558776855,0.0011716686921881996
7300,0.046747758984565735,0.9818145632743835,0.0011606522927150164
7350,0.04529941454529762,0.9820916652679443,0.0011496162987209497
7400,0.043591976165771484,0.9819919466972351,0.0011385620994885533
7450,0.05451285094022751,0.9797727465629578,0.0011274910865921753
7500,0.04491249471902847,0.9831098318099976,0.0011164046537227776
7550,0.045805469155311584,0.9827020168304443,0.0011053041965124865
7600,0.04275693744421005,0.9819812774658203,0.0010941911123589045
7650,0.045312587171792984,0.9824373126029968,0.0010830668002491945
7700,0.04653492197394371,0.9816246628761292,0.0010719326605839676
7750,0.04901023581624031,0.9805283546447754,0.0010607900950009947
7800,0.04857819527387619,0.9811252951622009,0.0010496405061987517
7850,0.04361758753657341,0.9822239875793457,0.0010384852977598444
7900,0.04735572636127472,0.982068657875061,0.0010273258739743152
7950,0.04447392374277115,0.9824981689453125,0.0010161636396628607
8000,0.037214625626802444,0.9854968786239624,0.0010049999999999883
8050,0.045013852417469025,0.9826160669326782,0.000993836360337117
8100,0.043359991163015366,0.9820597171783447,0.0009826741260256623
8150,0.05279405042529106,0.9800754189491272,0.0009715147022401322
8200,0.043849050998687744,0.9823808073997498,0.0009603594938012251
8250,0.04455159232020378,0.9817667603492737,0.0009492099049989814
8300,0.04140797629952431,0.9839165210723877,0.0009380673394160083
8350,0.04896324500441551,0.9803601503372192,0.0009269331997507822
8400,0.04512319341301918,0.9814984798431396,0.0009158088876410715
8450,0.04525410756468773,0.9814461469650269,0.0009046958034874882
8500,0.0412462055683136,0.9830843806266785,0.0008935953462771965
8550,0.042426664382219315,0.9834657907485962,0.0008825089134077979
8600,0.039518676698207855,0.9845820069313049,0.0008714379005114203
8650,0.04595828428864479,0.981829047203064,0.0008603837012790247
8700,0.04644890874624252,0.9809637665748596,0.0008493477072849582
8750,0.04371679574251175,0.9821916222572327,0.0008383313078117755
8800,0.04284876212477684,0.9834561944007874,0.0008273358896753448
8850,0.04456465318799019,0.9820464253425598,0.0008163628370502686
